,label,tweet,length,tweet_list
254,0,RT @KVUE: Starbucks to open two locations at Austin airport https://t.co/8rBebE37G8,83,"['RT', 'KVUE', 'Starbucks', 'open', 'two', 'locations', 'Austin', 'airport', 'https']"
255,0,"I'm at Starbucks in Al Kuwayt, Al Farwaniyah https://t.co/QD2KQLwMrU https://t.co/lWSQfZdKfD",92,"['Starbucks', 'Al', 'Kuwayt', 'Al', 'Farwaniyah', 'https', 'https']"
256,1,RT @AriDrennen: Remember the story about a Starbucks employee writing “pig” on a coffee order for police officers? The employee who did it…,139,"['RT', 'AriDrennen', 'Remember', 'story', 'Starbucks', 'employee', 'write', 'pig', 'coffee', 'order', 'police', 'officer', 'employee']"
257,0,"I'm at Starbucks in 京都市, 京都府 https://t.co/XKLmlOo9kv",52,"['Starbucks', '京都市', '京都府', 'https']"
258,1,"RT @RVAwonk: So, regarding the faux controversy over the Starbucks cup: The employee who wrote “pig” on the cop’s cup was friends with the…",139,"['RT', 'RVAwonk', 'regard', 'faux', 'controversy', 'Starbucks', 'cup', 'employee', 'write', 'pig', 'cop', 'cup', 'friends']"
259,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
260,0,"Click the link in our bio to see currently open #IT jobs like ""senior business systems analyst"" at Starbucks in England.",120,"['Click', 'link', 'bio', 'see', 'currently', 'open', 'job', 'like', 'senior', 'business', 'systems', 'analyst', 'Starbucks', 'England']"
261,0,RT @sistahoppet: emmène là au starbucks https://t.co/EP1Trh8LAo,63,"['RT', 'sistahoppet', 'emmène', 'là', 'au', 'starbucks', 'https']"
262,0,"I'm finally in the airport through security- now it's time for the usual Starbucks and ham and cheese croissant! 
#DublinAirport #OnMeJollys",140,"['finally', 'airport', 'security', 'time', 'usual', 'Starbucks', 'ham', 'cheese', 'croissant', 'DublinAirport', 'OnMeJollys']"
263,0,RT @Bigpikachu1: @argumentwinner Why can no one fucking Google things https://t.co/InvwWczWBH,93,"['RT', 'argumentwinner', 'one', 'fuck', 'Google', 'things', 'https']"
264,0,anw i cant wait to have a breakdown in starbucks lmao 🥴🤙🏼,57,"['anw', 'cant', 'wait', 'breakdown', 'starbucks', 'lmao']"
265,0,"I'm at Starbucks in Al Kuwayt, Al Farwaniyah https://t.co/Oov363IsGQ",68,"['Starbucks', 'Al', 'Kuwayt', 'Al', 'Farwaniyah', 'https']"
266,0,RT @garvageart: Why are you putting a metal straw into a plastic Starbucks cup Megan?,85,"['RT', 'garvageart', 'put', 'metal', 'straw', 'plastic', 'Starbucks', 'cup', 'Megan']"
267,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
268,1,"RT @argumentwinner: not that anybody ever doubted me, but it turns out i was absolutely right about this and it was a plot to get someone f…",140,"['RT', 'argumentwinner', 'anybody', 'ever', 'doubt', 'turn', 'absolutely', 'right', 'plot', 'get', 'someone']"
269,1,"RT @argumentwinner: not that anybody ever doubted me, but it turns out i was absolutely right about this and it was a plot to get someone f…",140,"['RT', 'argumentwinner', 'anybody', 'ever', 'doubt', 'turn', 'absolutely', 'right', 'plot', 'get', 'someone']"
270,1,"RT @Ninja: The girls at the Starbucks drive through asked for my name, I said Tyler. Pulled up and saw them talking and smiling and they wr…",140,"['RT', 'Ninja', 'girls', 'Starbucks', 'drive', 'ask', 'name', 'say', 'Tyler', 'Pulled', 'saw', 'talk', 'smile']"
271,1,"RT @argumentwinner: not that anybody ever doubted me, but it turns out i was absolutely right about this and it was a plot to get someone f…",140,"['RT', 'argumentwinner', 'anybody', 'ever', 'doubt', 'turn', 'absolutely', 'right', 'plot', 'get', 'someone']"
272,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
273,0,Check out DISNEY Parks EPCOT 3rd Version STARBUCKS You are Here MUG - NEW IN BOX https://t.co/SvyFHOjixx @eBay,110,"['Check', 'DISNEY', 'Parks', 'EPCOT', 'Version', 'STARBUCKS', 'MUG', 'NEW', 'BOX', 'https', 'eBay']"
